id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
750611,26,self-employed,single,tertiary,no,521,no,no,cellular,3,feb,485,2,-1,0,unknown
750612,37,services,married,secondary,no,1562,no,no,unknown,11,jun,557,3,-1,0,unknown
750613,37,blue-collar,married,primary,no,2171,yes,no,unknown,8,may,97,1,-1,0,unknown
750614,29,admin.,single,tertiary,no,464,no,no,cellular,30,apr,400,2,-1,0,unknown
750615,35,management,single,secondary,no,0,no,no,unknown,17,jun,71,1,-1,0,unknown
750616,33,entrepreneur,married,secondary,no,1612,yes,no,cellular,21,nov,893,3,-1,0,unknown
750617,42,management,married,tertiary,no,-11,yes,yes,cellular,25,jul,93,9,-1,0,unknown
750618,54,management,married,tertiary,no,0,no,no,cellular,30,apr,85,1,-1,0,unknown
750619,53,technician,divorced,secondary,no,927,no,no,unknown,5,jun,203,2,-1,0,unknown
750620,38,technician,married,secondary,no,36,yes,no,unknown,30,may,109,3,-1,0,unknown
750621,56,self-employed,married,tertiary,no,0,no,no,telephone,17,nov,49,1,-1,0,unknown
750622,36,management,single,tertiary,no,1351,no,no,cellular,4,feb,264,1,-1,0,unknown
750623,37,management,single,tertiary,no,0,no,no,cellular,25,aug,90,4,-1,0,unknown
750624,32,blue-collar,married,secondary,no,3727,yes,yes,cellular,20,nov,104,3,-1,0,unknown
750625,34,technician,single,secondary,no,558,yes,no,unknown,28,may,139,1,-1,0,unknown
750626,53,blue-collar,married,secondary,no,536,no,no,cellular,30,jul,738,2,-1,0,unknown
750627,48,self-employed,married,primary,no,47,no,yes,cellular,18,nov,110,2,-1,0,unknown
750628,25,admin.,single,secondary,no,4590,yes,no,unknown,27,may,705,1,-1,0,unknown
750629,57,management,married,tertiary,no,5561,no,no,cellular,18,nov,507,3,-1,0,unknown
750630,40,admin.,single,tertiary,no,2326,yes,no,unknown,5,jun,105,1,-1,0,unknown
750631,36,blue-collar,single,secondary,no,3111,no,no,unknown,5,jun,123,1,-1,0,unknown
750632,30,technician,married,secondary,no,0,no,no,cellular,5,feb,103,1,-1,0,unknown
750633,56,retired,married,primary,no,0,no,no,cellular,28,aug,106,2,-1,0,unknown
750634,56,services,married,secondary,no,624,yes,yes,cellular,24,jul,72,1,-1,0,unknown
750635,48,services,married,unknown,no,1012,yes,no,unknown,7,may,937,1,-1,0,unknown
750636,35,management,married,tertiary,yes,-971,yes,yes,unknown,27,may,85,2,-1,0,unknown
750637,35,management,married,tertiary,no,0,no,yes,unknown,17,jun,93,3,-1,0,unknown
750638,37,blue-collar,divorced,primary,no,1742,yes,no,cellular,13,may,508,1,-1,0,unknown
750639,76,retired,married,primary,no,1680,no,no,telephone,23,apr,413,4,-1,0,unknown
750640,36,management,married,tertiary,no,866,no,no,cellular,11,jul,977,4,-1,0,unknown
750641,57,management,married,tertiary,no,3498,yes,no,cellular,6,aug,574,1,-1,0,unknown
750642,35,management,single,tertiary,no,-218,yes,no,unknown,5,may,87,1,-1,0,unknown
750643,40,management,single,tertiary,no,1845,yes,no,unknown,3,jun,134,1,-1,0,unknown
750644,42,blue-collar,married,primary,no,-817,yes,no,cellular,20,apr,20,3,-1,0,unknown
750645,52,services,married,secondary,no,739,no,no,unknown,20,jun,95,3,-1,0,unknown
750646,37,blue-collar,married,secondary,no,638,yes,no,cellular,25,jul,93,5,-1,0,unknown
750647,44,technician,married,secondary,no,0,yes,no,unknown,6,may,76,3,-1,0,unknown
750648,48,blue-collar,married,secondary,no,557,no,no,cellular,14,jul,462,2,-1,0,unknown
750649,38,admin.,divorced,secondary,no,1742,no,no,cellular,3,jun,140,1,-1,0,unknown
750650,36,management,married,tertiary,no,643,no,no,cellular,21,oct,531,1,182,2,success
750651,54,blue-collar,married,primary,no,458,yes,yes,cellular,5,may,114,1,-1,0,unknown
750652,56,retired,married,secondary,no,1325,no,no,cellular,25,jul,105,3,-1,0,unknown
750653,56,technician,married,tertiary,no,230,no,no,cellular,7,aug,71,2,-1,0,unknown
750654,33,management,single,tertiary,no,2059,no,no,cellular,25,aug,81,4,-1,0,unknown
750655,45,management,married,tertiary,no,3197,no,no,cellular,14,aug,58,2,-1,0,unknown
750656,33,technician,divorced,secondary,no,-1,yes,no,unknown,9,may,102,2,-1,0,unknown
750657,70,retired,married,primary,no,3782,no,no,cellular,25,sep,6,1,-1,0,unknown
750658,46,technician,married,secondary,no,46,no,no,cellular,7,aug,142,2,-1,0,unknown
750659,32,technician,married,tertiary,no,908,no,yes,cellular,13,aug,209,3,-1,0,unknown
750660,65,management,married,tertiary,no,0,no,no,cellular,1,sep,4,1,-1,0,unknown
750661,37,blue-collar,single,secondary,no,442,yes,no,cellular,3,feb,7,7,259,8,failure
750662,37,management,single,tertiary,no,4,no,no,cellular,20,aug,104,3,-1,0,unknown
750663,54,unemployed,married,unknown,no,641,no,no,telephone,30,jan,353,1,-1,0,unknown
750664,52,management,married,tertiary,no,382,no,yes,cellular,10,jul,662,2,-1,0,unknown
750665,23,services,single,secondary,no,823,no,yes,cellular,31,jul,492,2,-1,0,unknown
750666,46,blue-collar,divorced,secondary,no,682,yes,no,cellular,30,jan,166,2,2,1,other
750667,70,retired,divorced,secondary,no,2346,no,no,telephone,9,mar,101,2,-1,0,unknown
750668,37,blue-collar,married,primary,no,576,yes,no,cellular,14,may,178,1,-1,0,unknown
750669,30,technician,single,secondary,no,-68,yes,no,cellular,24,jul,100,1,-1,0,unknown
750670,39,management,married,tertiary,no,611,no,no,cellular,2,oct,96,1,121,1,failure
750671,26,services,single,secondary,no,-122,yes,yes,cellular,15,may,670,2,352,2,other
750672,43,technician,married,primary,no,831,yes,yes,unknown,14,may,157,1,-1,0,unknown
750673,29,unemployed,single,secondary,no,686,no,no,cellular,4,feb,124,1,-1,0,unknown
750674,36,technician,married,secondary,no,-6,yes,yes,cellular,18,jul,185,3,-1,0,unknown
750675,52,management,married,tertiary,no,0,yes,no,cellular,17,jul,117,2,-1,0,unknown
750676,39,admin.,married,secondary,no,644,yes,yes,cellular,15,may,707,1,-1,0,unknown
750677,45,technician,single,secondary,no,1395,yes,no,unknown,29,may,622,1,-1,0,unknown
750678,52,blue-collar,married,primary,no,751,yes,yes,cellular,7,may,84,5,-1,0,unknown
750679,37,blue-collar,single,secondary,no,803,yes,no,cellular,15,apr,1063,1,307,1,success
750680,43,blue-collar,married,secondary,no,596,yes,no,cellular,14,may,1581,1,-1,0,unknown
750681,32,technician,married,secondary,no,3345,yes,no,cellular,20,nov,155,2,-1,0,unknown
750682,38,self-employed,married,secondary,no,584,yes,no,unknown,6,may,157,1,-1,0,unknown
750683,31,management,single,tertiary,no,442,yes,no,cellular,12,may,113,1,361,1,other
750684,44,admin.,married,secondary,no,1631,no,no,cellular,7,sep,108,1,-1,0,unknown
750685,50,admin.,divorced,tertiary,no,0,yes,no,cellular,17,nov,67,1,-1,0,unknown
750686,37,services,married,secondary,no,523,yes,no,cellular,30,apr,749,1,-1,0,unknown
750687,36,admin.,married,secondary,no,664,yes,no,cellular,20,apr,386,2,-1,0,unknown
750688,37,admin.,divorced,secondary,no,0,yes,no,unknown,5,may,155,1,-1,0,unknown
750689,43,admin.,single,primary,no,6879,no,no,unknown,20,nov,112,2,-1,0,unknown
750690,51,management,married,tertiary,no,726,yes,no,cellular,17,nov,125,2,-1,0,unknown
750691,45,management,divorced,tertiary,no,17,yes,no,unknown,15,may,61,2,-1,0,unknown
750692,32,management,single,tertiary,no,9,yes,no,cellular,28,jul,64,3,-1,0,unknown
750693,36,technician,single,secondary,no,639,yes,yes,unknown,16,may,1187,2,-1,0,unknown
750694,51,services,married,secondary,no,481,no,no,unknown,16,jun,592,1,-1,0,unknown
750695,35,student,single,secondary,no,539,no,no,cellular,17,mar,113,4,-1,0,unknown
750696,41,housemaid,divorced,tertiary,no,0,no,no,cellular,10,jul,130,1,-1,0,unknown
750697,29,management,single,tertiary,no,15161,no,no,cellular,28,sep,195,2,184,1,success
750698,31,technician,married,tertiary,no,481,yes,no,unknown,23,may,123,2,-1,0,unknown
750699,40,blue-collar,married,primary,no,473,yes,yes,unknown,23,may,135,6,-1,0,unknown
750700,57,entrepreneur,married,primary,yes,-896,no,no,cellular,21,nov,397,6,-1,0,unknown
750701,33,entrepreneur,married,tertiary,no,0,yes,no,cellular,16,apr,197,1,147,3,other
750702,28,technician,single,tertiary,no,814,yes,no,cellular,27,may,781,1,-1,0,unknown
750703,43,technician,married,tertiary,no,0,no,no,unknown,6,may,103,3,-1,0,unknown
750704,49,management,married,tertiary,no,558,no,no,cellular,6,aug,1226,4,-1,0,unknown
750705,36,technician,married,secondary,no,0,yes,no,cellular,14,jul,102,3,-1,0,unknown
750706,58,management,married,tertiary,no,-246,yes,no,unknown,13,may,145,1,-1,0,unknown
750707,31,management,single,tertiary,no,-1415,yes,yes,cellular,24,jul,114,1,-1,0,unknown
750708,51,services,married,secondary,no,2732,yes,no,unknown,3,jun,85,12,-1,0,unknown
750709,33,blue-collar,single,primary,no,477,yes,no,cellular,13,may,108,5,-1,0,unknown
750710,49,services,married,secondary,no,0,yes,no,cellular,8,may,106,2,-1,0,unknown
750711,33,technician,single,tertiary,no,507,no,no,cellular,21,aug,528,3,-1,0,unknown
750712,27,management,single,tertiary,no,24,yes,no,cellular,24,apr,144,2,-1,0,unknown
750713,39,management,married,tertiary,no,2976,yes,no,cellular,19,nov,636,1,175,11,other
750714,30,unemployed,single,secondary,no,694,no,no,cellular,2,feb,845,1,-1,0,unknown
750715,57,admin.,married,secondary,no,18268,yes,no,cellular,19,nov,63,1,-1,0,unknown
750716,33,management,single,tertiary,no,1712,no,no,cellular,24,apr,105,1,242,1,failure
750717,45,management,married,tertiary,no,997,yes,no,cellular,3,feb,119,3,-1,0,unknown
750718,30,technician,single,tertiary,yes,-1,no,no,cellular,18,aug,90,4,-1,0,unknown
750719,54,admin.,married,unknown,no,1714,no,no,cellular,11,jul,66,3,-1,0,unknown
750720,33,services,married,secondary,no,-1,no,no,unknown,9,may,132,3,-1,0,unknown
750721,37,services,married,secondary,no,1273,yes,no,cellular,20,aug,122,4,-1,0,unknown
750722,32,housemaid,married,secondary,no,1314,no,no,cellular,8,aug,143,4,-1,0,unknown
750723,46,technician,married,tertiary,no,4544,no,no,unknown,12,jun,100,3,-1,0,unknown
750724,27,services,single,secondary,no,1571,no,no,cellular,17,jul,609,1,-1,0,unknown
750725,35,technician,married,secondary,no,2533,yes,no,cellular,6,may,973,1,342,6,other
750726,43,admin.,married,secondary,no,897,yes,no,cellular,21,nov,80,5,-1,0,unknown
750727,30,technician,divorced,tertiary,no,-547,yes,no,cellular,11,jul,125,1,-1,0,unknown
750728,49,blue-collar,married,secondary,no,1397,no,no,telephone,29,apr,847,4,-1,0,unknown
750729,40,technician,married,secondary,no,0,yes,no,cellular,31,jul,102,7,-1,0,unknown
750730,58,blue-collar,married,primary,no,0,yes,no,unknown,8,may,214,1,-1,0,unknown
750731,46,technician,married,tertiary,no,-335,no,no,cellular,11,mar,101,1,-1,0,unknown
750732,38,blue-collar,single,secondary,no,1074,yes,no,cellular,12,may,200,2,-1,0,unknown
750733,32,technician,single,tertiary,no,7567,no,no,cellular,28,jan,462,1,-1,0,unknown
750734,31,blue-collar,single,secondary,no,1686,yes,no,unknown,29,may,185,6,-1,0,unknown
750735,38,management,married,secondary,no,2278,yes,no,telephone,21,jul,1735,8,-1,0,unknown
750736,36,management,married,tertiary,no,46,no,no,cellular,19,aug,938,3,-1,0,unknown
750737,31,blue-collar,single,secondary,no,722,no,no,cellular,15,apr,166,1,-1,0,unknown
750738,31,technician,married,secondary,no,4,yes,no,cellular,15,may,197,1,-1,0,unknown
750739,50,housemaid,married,secondary,no,231,no,no,unknown,19,jun,466,1,-1,0,unknown
750740,34,admin.,single,secondary,no,0,yes,no,cellular,28,jul,103,4,-1,0,unknown
750741,32,management,single,tertiary,yes,-6,no,no,cellular,5,aug,121,2,-1,0,unknown
750742,33,management,married,tertiary,no,1517,no,no,cellular,13,aug,202,4,-1,0,unknown
750743,48,blue-collar,married,primary,no,788,yes,no,unknown,4,jun,113,3,-1,0,unknown
750744,58,management,married,tertiary,no,1633,no,no,cellular,9,aug,473,3,95,3,success
750745,44,entrepreneur,married,tertiary,no,0,no,yes,cellular,15,jul,676,12,-1,0,unknown
750746,51,self-employed,married,secondary,no,1609,no,yes,unknown,23,jun,72,1,-1,0,unknown
750747,51,management,married,tertiary,no,-130,no,no,cellular,29,jan,105,1,-1,0,unknown
750748,51,management,married,tertiary,no,0,yes,no,cellular,24,jul,86,2,-1,0,unknown
750749,51,blue-collar,married,secondary,no,-406,no,yes,cellular,8,jul,143,3,-1,0,unknown
750750,27,services,single,secondary,no,-41,yes,yes,cellular,5,may,128,1,-1,0,unknown
750751,55,blue-collar,married,primary,no,1046,yes,no,unknown,4,jun,61,10,-1,0,unknown
750752,30,management,single,tertiary,no,0,no,no,cellular,20,aug,92,4,-1,0,unknown
750753,56,admin.,married,secondary,no,589,yes,no,cellular,29,jul,96,2,-1,0,unknown
750754,55,technician,married,secondary,no,1422,yes,no,cellular,13,aug,139,2,-1,0,unknown
750755,56,entrepreneur,married,tertiary,no,1154,no,no,cellular,3,feb,91,2,-1,0,unknown
750756,47,technician,married,secondary,no,-205,no,yes,unknown,20,jun,125,1,-1,0,unknown
750757,42,blue-collar,married,secondary,no,1049,no,no,unknown,16,jun,693,3,-1,0,unknown
750758,47,admin.,married,tertiary,no,1785,no,no,cellular,11,aug,253,1,433,1,success
750759,27,management,single,secondary,no,1045,no,no,cellular,5,feb,121,1,-1,0,unknown
750760,33,blue-collar,married,primary,no,908,yes,no,cellular,12,may,80,5,-1,0,unknown
750761,34,management,married,tertiary,yes,-6847,yes,yes,cellular,17,jul,50,1,-1,0,unknown
750762,44,blue-collar,divorced,secondary,no,0,no,no,unknown,8,may,165,2,-1,0,unknown
750763,37,entrepreneur,married,secondary,no,0,no,no,cellular,25,aug,431,6,-1,0,unknown
750764,31,management,single,tertiary,no,12,yes,no,cellular,15,may,78,1,368,2,failure
750765,31,blue-collar,married,secondary,no,488,yes,no,unknown,23,may,210,1,-1,0,unknown
750766,35,technician,single,secondary,no,-129,yes,no,cellular,8,may,122,1,368,2,failure
750767,46,management,married,secondary,no,0,no,no,unknown,20,jun,110,2,-1,0,unknown
750768,32,management,single,tertiary,no,0,yes,no,unknown,29,may,122,3,-1,0,unknown
750769,43,technician,divorced,secondary,no,-976,yes,yes,cellular,13,may,101,1,-1,0,unknown
750770,47,services,divorced,secondary,no,0,no,no,unknown,4,jun,67,2,-1,0,unknown
750771,37,admin.,married,secondary,no,29,no,yes,cellular,7,jul,166,2,-1,0,unknown
750772,35,management,single,tertiary,no,4655,no,no,cellular,29,jul,114,2,-1,0,unknown
750773,28,admin.,single,secondary,no,3188,yes,no,unknown,19,may,464,3,-1,0,unknown
750774,37,management,married,tertiary,no,572,yes,no,cellular,19,nov,591,4,-1,0,unknown
750775,38,admin.,married,secondary,no,-35,no,no,cellular,31,jul,70,3,-1,0,unknown
750776,58,retired,married,secondary,no,949,no,no,cellular,14,aug,515,2,-1,0,unknown
750777,36,blue-collar,divorced,primary,no,38,yes,no,cellular,18,nov,651,2,-1,0,unknown
750778,28,services,single,secondary,no,739,no,no,cellular,25,may,271,1,-1,0,unknown
750779,42,admin.,divorced,secondary,no,1012,yes,no,cellular,3,feb,175,1,92,6,failure
750780,35,services,married,secondary,no,810,yes,no,unknown,3,jun,211,2,-1,0,unknown
750781,37,admin.,married,secondary,no,1377,no,no,cellular,3,jun,1148,2,-1,0,unknown
750782,30,management,single,tertiary,no,-617,yes,yes,unknown,16,jun,1192,2,-1,0,unknown
750783,50,blue-collar,married,secondary,no,2620,yes,no,unknown,30,may,462,2,-1,0,unknown
750784,33,admin.,married,secondary,no,-306,yes,yes,unknown,2,jun,129,1,-1,0,unknown
750785,60,retired,married,primary,no,0,no,no,unknown,18,jun,150,2,-1,0,unknown
750786,56,retired,married,secondary,no,2557,no,no,cellular,15,jul,781,3,-1,0,unknown
750787,26,management,married,secondary,no,2,yes,no,cellular,13,may,104,5,-1,0,unknown
750788,34,management,married,tertiary,no,0,no,no,cellular,28,aug,16,17,-1,0,unknown
750789,56,management,married,primary,no,699,yes,no,unknown,29,may,145,1,-1,0,unknown
750790,47,blue-collar,married,primary,no,568,yes,no,unknown,28,may,104,3,-1,0,unknown
750791,39,blue-collar,single,primary,no,1190,no,no,unknown,11,jun,101,5,-1,0,unknown
750792,52,blue-collar,married,secondary,no,690,yes,no,unknown,14,may,154,1,-1,0,unknown
750793,29,admin.,married,tertiary,no,0,yes,no,cellular,29,jul,82,4,-1,0,unknown
750794,26,blue-collar,single,secondary,no,362,no,yes,cellular,5,feb,594,1,-1,0,unknown
750795,49,management,married,tertiary,no,0,no,no,cellular,29,aug,72,5,-1,0,unknown
750796,36,blue-collar,married,secondary,no,1010,yes,no,cellular,7,may,113,3,169,2,other
750797,31,management,single,secondary,no,2294,yes,no,cellular,26,may,483,1,-1,0,unknown
750798,61,management,married,tertiary,no,10861,no,no,cellular,21,oct,796,3,184,1,failure
750799,52,admin.,married,secondary,no,3784,no,no,cellular,28,jul,597,3,-1,0,unknown
750800,49,blue-collar,married,secondary,no,1526,yes,no,unknown,12,may,179,2,-1,0,unknown
750801,32,blue-collar,single,secondary,no,25,yes,no,unknown,19,may,185,2,-1,0,unknown
750802,37,admin.,divorced,secondary,no,0,no,no,unknown,9,jun,114,1,-1,0,unknown
750803,27,blue-collar,single,secondary,no,-447,yes,no,cellular,17,apr,85,6,-1,0,unknown
750804,59,management,divorced,tertiary,no,1388,yes,yes,cellular,7,sep,495,1,97,5,other
750805,39,blue-collar,married,secondary,no,26,yes,no,cellular,11,may,173,1,-1,0,unknown
750806,52,management,divorced,tertiary,no,744,no,yes,cellular,14,jan,127,2,-1,0,unknown
750807,31,blue-collar,single,secondary,no,-35,no,yes,cellular,21,jul,114,3,-1,0,unknown
750808,38,technician,married,tertiary,no,1333,yes,no,cellular,6,may,65,4,355,1,other
750809,63,retired,married,secondary,no,2557,no,no,telephone,24,apr,390,3,185,1,success
750810,56,blue-collar,married,secondary,no,878,yes,no,unknown,15,may,108,2,-1,0,unknown
750811,45,technician,married,secondary,no,2408,no,no,cellular,30,apr,537,1,-1,0,unknown
750812,44,blue-collar,married,secondary,no,-98,yes,yes,cellular,12,may,147,1,-1,0,unknown
750813,45,blue-collar,married,primary,no,18,no,no,unknown,19,jun,193,1,-1,0,unknown
750814,34,retired,married,secondary,no,568,no,no,cellular,15,jun,860,1,-1,0,unknown
750815,49,services,divorced,secondary,no,-97,yes,no,unknown,7,may,123,4,-1,0,unknown
750816,74,retired,married,primary,no,509,no,no,unknown,12,oct,229,1,-1,0,unknown
750817,36,management,single,tertiary,no,0,yes,no,cellular,14,aug,119,2,-1,0,unknown
750818,50,services,married,secondary,no,1167,yes,no,unknown,12,may,49,7,-1,0,unknown
750819,33,management,single,tertiary,no,12704,yes,no,cellular,21,nov,246,2,-1,0,unknown
750820,45,blue-collar,married,secondary,no,4343,yes,yes,unknown,4,jun,123,1,-1,0,unknown
750821,35,blue-collar,married,primary,no,737,yes,yes,unknown,6,may,565,1,-1,0,unknown
750822,36,self-employed,married,secondary,no,663,yes,no,telephone,20,apr,163,2,-1,0,unknown
750823,35,blue-collar,single,secondary,no,1255,yes,no,cellular,6,may,175,1,168,2,other
750824,49,services,single,tertiary,yes,-168,yes,no,cellular,23,jul,397,1,-1,0,unknown
750825,30,blue-collar,married,primary,no,-518,yes,yes,cellular,14,may,244,6,-1,0,unknown
750826,43,management,divorced,tertiary,no,884,yes,no,cellular,28,aug,110,8,-1,0,unknown
750827,30,technician,married,tertiary,no,1434,no,no,unknown,3,jun,166,1,-1,0,unknown
750828,33,technician,married,tertiary,no,1081,yes,no,cellular,23,jul,1374,15,-1,0,unknown
750829,23,student,single,tertiary,no,648,no,no,cellular,27,aug,761,2,-1,0,unknown
750830,31,admin.,divorced,secondary,no,823,yes,yes,cellular,8,may,127,1,-1,0,unknown
750831,52,blue-collar,married,primary,no,1721,no,no,telephone,28,jan,83,3,-1,0,unknown
750832,32,management,single,tertiary,no,471,yes,no,unknown,23,may,161,2,-1,0,unknown
750833,26,management,married,primary,no,265,yes,no,cellular,28,jan,795,1,-1,0,unknown
750834,42,technician,single,tertiary,no,1022,yes,no,unknown,8,may,154,2,-1,0,unknown
750835,33,technician,married,secondary,no,710,no,no,cellular,8,aug,385,3,-1,0,unknown
750836,57,housemaid,married,primary,no,906,no,no,cellular,28,jan,166,3,-1,0,unknown
750837,30,management,married,tertiary,no,38,no,no,cellular,20,aug,5,2,-1,0,unknown
750838,60,housemaid,married,secondary,no,1467,no,no,unknown,27,jun,77,2,-1,0,unknown
750839,36,unemployed,married,secondary,no,5,no,no,cellular,11,aug,108,7,-1,0,unknown
750840,46,management,married,tertiary,no,718,no,no,cellular,4,aug,108,1,-1,0,unknown
750841,29,management,single,tertiary,no,5,no,no,cellular,2,feb,119,1,-1,0,unknown
750842,43,management,divorced,tertiary,no,0,yes,no,unknown,16,may,84,4,-1,0,unknown
750843,49,unemployed,divorced,secondary,no,1376,no,no,cellular,30,jul,917,4,-1,0,unknown
750844,43,self-employed,married,tertiary,no,804,yes,no,unknown,3,jun,984,1,-1,0,unknown
750845,39,blue-collar,married,secondary,no,149,yes,no,unknown,29,may,632,2,-1,0,unknown
750846,29,technician,single,secondary,no,697,no,no,cellular,2,feb,910,2,-1,0,unknown
750847,45,entrepreneur,married,primary,no,4674,yes,no,cellular,11,nov,90,2,-1,0,unknown
750848,32,entrepreneur,married,tertiary,no,1265,yes,no,cellular,17,apr,74,1,-1,0,unknown
750849,34,technician,single,tertiary,no,991,no,no,cellular,28,aug,99,12,-1,0,unknown
750850,37,management,single,tertiary,no,6,no,no,cellular,28,jan,89,1,196,1,failure
750851,30,blue-collar,married,secondary,no,565,yes,yes,cellular,20,apr,193,3,-1,0,unknown
750852,52,blue-collar,married,primary,no,602,yes,yes,unknown,16,may,145,1,-1,0,unknown
750853,45,admin.,married,secondary,no,2859,yes,no,cellular,13,aug,105,2,-1,0,unknown
750854,58,retired,married,tertiary,no,0,no,no,cellular,22,aug,138,2,-1,0,unknown
750855,39,blue-collar,married,primary,no,13354,yes,no,cellular,20,apr,6,5,-1,0,unknown
750856,34,technician,divorced,secondary,no,0,yes,no,cellular,14,jul,102,3,-1,0,unknown
750857,31,management,married,tertiary,no,1029,yes,yes,cellular,30,jan,462,1,237,1,other
750858,21,blue-collar,married,secondary,no,694,yes,no,unknown,26,may,81,1,-1,0,unknown
750859,59,retired,married,secondary,no,966,no,no,cellular,12,aug,45,2,-1,0,unknown
750860,53,management,divorced,tertiary,no,883,no,no,cellular,19,aug,437,5,-1,0,unknown
750861,47,unemployed,married,secondary,no,957,no,no,cellular,28,jan,872,1,-1,0,unknown
750862,32,technician,single,secondary,no,18777,yes,no,cellular,3,feb,855,1,264,2,failure
750863,33,blue-collar,married,secondary,no,604,yes,no,unknown,8,may,306,2,-1,0,unknown
750864,38,services,married,secondary,no,0,no,no,cellular,31,jul,78,2,-1,0,unknown
750865,35,services,married,secondary,no,877,no,no,cellular,19,nov,90,1,-1,0,unknown
750866,35,technician,married,tertiary,no,0,no,no,cellular,27,aug,121,5,-1,0,unknown
750867,40,admin.,divorced,secondary,no,611,yes,yes,cellular,7,may,589,2,-1,0,unknown
750868,44,management,married,tertiary,no,1048,no,yes,cellular,22,jul,111,1,-1,0,unknown
750869,31,technician,single,tertiary,no,0,yes,no,cellular,7,aug,106,1,98,2,success
750870,53,blue-collar,married,secondary,no,643,yes,no,cellular,11,may,8,5,363,1,failure
750871,52,blue-collar,married,primary,yes,-11,yes,no,unknown,9,may,134,4,-1,0,unknown
750872,25,blue-collar,single,secondary,no,397,yes,no,unknown,13,may,522,1,-1,0,unknown
750873,47,admin.,married,secondary,no,8,no,no,cellular,26,aug,106,7,-1,0,unknown
750874,53,management,married,tertiary,no,862,yes,no,unknown,16,may,507,3,-1,0,unknown
750875,30,services,married,secondary,no,431,yes,no,cellular,30,apr,266,2,-1,0,unknown
750876,38,technician,married,secondary,no,0,yes,no,cellular,17,apr,240,1,-1,0,unknown
750877,50,admin.,married,secondary,no,5057,yes,no,cellular,12,aug,67,3,-1,0,unknown
750878,32,services,married,secondary,no,879,yes,no,cellular,21,nov,7,6,-1,0,unknown
750879,56,admin.,married,secondary,no,0,no,no,cellular,26,aug,135,1,104,2,failure
750880,51,technician,divorced,secondary,no,1808,no,yes,cellular,8,jul,771,3,-1,0,unknown
750881,38,blue-collar,divorced,secondary,no,726,yes,no,cellular,5,may,125,2,167,2,failure
750882,31,management,married,tertiary,no,1570,no,no,cellular,28,aug,9,14,-1,0,unknown
750883,52,blue-collar,married,primary,no,35,no,no,cellular,22,aug,513,2,-1,0,unknown
750884,51,services,single,secondary,no,967,no,yes,telephone,19,nov,618,1,-1,0,unknown
750885,33,management,married,tertiary,no,581,no,no,cellular,5,feb,102,1,-1,0,unknown
750886,38,admin.,single,secondary,no,1064,yes,no,cellular,7,jul,984,1,-1,0,unknown
750887,48,technician,divorced,primary,no,759,yes,no,unknown,14,may,177,2,-1,0,unknown
750888,58,management,married,tertiary,no,0,no,no,unknown,3,jun,393,2,-1,0,unknown
750889,30,admin.,single,secondary,no,1027,no,no,cellular,29,jan,125,1,-1,0,unknown
750890,41,technician,married,secondary,no,523,yes,no,cellular,27,may,76,3,309,2,failure
750891,34,services,single,secondary,no,603,yes,no,unknown,18,jun,70,12,-1,0,unknown
750892,42,technician,married,secondary,no,557,no,no,cellular,31,jul,646,3,-1,0,unknown
750893,35,management,divorced,tertiary,yes,0,no,no,cellular,11,aug,73,2,-1,0,unknown
750894,37,entrepreneur,married,tertiary,no,0,yes,yes,cellular,9,jul,96,1,-1,0,unknown
750895,32,blue-collar,married,secondary,no,17672,yes,no,cellular,20,nov,548,1,-1,0,unknown
750896,51,blue-collar,married,secondary,no,892,yes,yes,unknown,20,may,514,1,-1,0,unknown
750897,26,technician,single,secondary,no,439,no,no,cellular,22,apr,498,1,-1,0,unknown
750898,49,self-employed,married,secondary,no,2262,no,no,cellular,30,jul,87,8,-1,0,unknown
750899,49,management,single,tertiary,no,596,yes,yes,cellular,2,feb,102,1,-1,0,unknown
750900,47,technician,married,tertiary,no,51,no,no,cellular,6,aug,1488,4,-1,0,unknown
750901,32,management,single,tertiary,no,23494,yes,no,telephone,17,nov,6,2,-1,0,unknown
750902,41,blue-collar,married,primary,no,462,yes,no,unknown,15,may,48,1,-1,0,unknown
750903,49,management,married,tertiary,no,507,no,no,cellular,17,apr,528,1,-1,0,unknown
750904,32,management,married,tertiary,no,0,yes,no,telephone,22,jul,37,5,-1,0,unknown
750905,32,management,single,tertiary,no,658,yes,no,cellular,31,mar,107,4,-1,0,unknown
750906,36,blue-collar,married,secondary,no,714,yes,yes,cellular,16,apr,565,1,-1,0,unknown
750907,38,management,married,tertiary,no,564,yes,no,unknown,29,may,140,2,-1,0,unknown
750908,35,admin.,married,secondary,no,1390,yes,no,cellular,25,jul,80,4,-1,0,unknown
750909,56,management,married,tertiary,no,1852,no,no,cellular,10,jul,693,1,-1,0,unknown
750910,48,housemaid,married,primary,no,1042,no,no,unknown,9,jun,422,4,-1,0,unknown
750911,54,technician,married,secondary,no,523,no,yes,cellular,8,aug,95,2,-1,0,unknown
750912,45,admin.,married,secondary,no,1234,no,no,unknown,20,jun,10,4,-1,0,unknown
750913,35,management,single,unknown,no,1103,yes,no,unknown,6,jun,1239,5,-1,0,unknown
750914,39,blue-collar,married,secondary,no,532,yes,no,telephone,9,jul,49,1,-1,0,unknown
750915,34,management,single,tertiary,no,0,no,no,cellular,28,aug,101,10,-1,0,unknown
